Chr	Start	End	Region	GenomeVersion
chr15	59498525	59500707	segmentaldup	GRCh37
chr15	60343874	60345522	segmentaldup	GRCh37
chr15	60513108	60514736	segmentaldup	GRCh37
chr15	60851836	60852922	segmentaldup	GRCh37
chr15	62547819	62548944	segmentaldup	GRCh37
chr15	62552064	62553170	segmentaldup	GRCh37
chr15	62582706	62584022	segmentaldup	GRCh37
chr15	62653417	62654671	segmentaldup	GRCh37
chr15	63245232	63246729	segmentaldup	GRCh37
chr15	63597812	63601319	segmentaldup	GRCh37
chr15	64820653	64821885	segmentaldup	GRCh37
chr15	66062041	66063634	segmentaldup	GRCh37
chr15	66107065	66109875	segmentaldup	GRCh37
chr15	67289530	67293475	segmentaldup	GRCh37
chr15	67617686	67619770	segmentaldup	GRCh37
chr15	67920126	67921814	segmentaldup	GRCh37
chr15	68546879	68548071	segmentaldup	GRCh37
chr15	69126083	69127699	segmentaldup	GRCh37
chr15	70095352	70096466	segmentaldup	GRCh37
chr15	71150973	71152702	segmentaldup	GRCh37
chr15	71355368	71356405	segmentaldup	GRCh37
chr15	71455603	71457854	segmentaldup	GRCh37
chr15	72351522	72352740	segmentaldup	GRCh37
chr15	72897872	72901766	segmentaldup	GRCh37
chr15	72902090	72909521	segmentaldup	GRCh37
chr15	72910008	72963714	segmentaldup	GRCh37
chr15	72974394	72976051	segmentaldup	GRCh37
chr15	73191419	73192702	segmentaldup	GRCh37
chr15	74344086	74410353	segmentaldup	GRCh37
chr15	74410987	74412642	segmentaldup	GRCh37
chr15	74887949	74890387	segmentaldup	GRCh37
chr15	75508313	75520339	segmentaldup	GRCh37
chr15	75538065	75597139	segmentaldup	GRCh37
chr15	75597189	75631786	segmentaldup	GRCh37
chr15	75674262	75679327	segmentaldup	GRCh37
chr15	75772654	75775271	segmentaldup	GRCh37
chr15	75804832	75806789	segmentaldup	GRCh37
chr15	75972910	75988171	segmentaldup	GRCh37
chr15	75990227	76009916	segmentaldup	GRCh37
chr15	76020680	76028737	segmentaldup	GRCh37
chr15	76028738	76030573	segmentaldup	GRCh37
chr15	76039914	76051192	segmentaldup	GRCh37
chr15	76051201	76052544	segmentaldup	GRCh37
chr15	76052560	76101973	segmentaldup	GRCh37
chr15	76102419	76107919	segmentaldup	GRCh37
chr15	76114028	76115252	segmentaldup	GRCh37
chr15	76139158	76143210	segmentaldup	GRCh37
chr15	76173639	76174751	segmentaldup	GRCh37
chr15	76549443	76551717	segmentaldup	GRCh37
chr15	77271310	77272870	segmentaldup	GRCh37
chr15	77570796	77572192	segmentaldup	GRCh37
chr15	77606411	77607991	segmentaldup	GRCh37
chr15	78151252	78186513	segmentaldup	GRCh37
chr15	78186867	78198537	segmentaldup	GRCh37
chr15	78198637	78251254	segmentaldup	GRCh37
chr15	78251404	78256273	segmentaldup	GRCh37
chr15	78259695	78293175	segmentaldup	GRCh37
chr15	78988667	79033636	segmentaldup	GRCh37
chr15	79033900	79042099	segmentaldup	GRCh37
chr15	79042972	79083830	segmentaldup	GRCh37
chr15	79085081	79099385	segmentaldup	GRCh37
chr15	79528510	79531353	segmentaldup	GRCh37
chr15	79848896	79852877	segmentaldup	GRCh37
chr15	79960200	79961712	segmentaldup	GRCh37
chr15	80034696	80052901	segmentaldup	GRCh37
chr15	80236817	80237938	segmentaldup	GRCh37
chr15	81409618	81410681	segmentaldup	GRCh37
chr15	81500730	81502222	segmentaldup	GRCh37
chr15	81520724	81522228	segmentaldup	GRCh37
chr15	81950110	81956399	segmentaldup	GRCh37
chr15	81995965	82002326	segmentaldup	GRCh37
chr15	82483003	82563083	segmentaldup	GRCh37
chr15	82569023	82829645	segmentaldup	GRCh37
chr15	82879645	83213987	segmentaldup	GRCh37
chr15	83478401	83496595	segmentaldup	GRCh37
chr15	84714734	84728263	segmentaldup	GRCh37
chr15	84735564	84984473	segmentaldup	GRCh37
chr15	85034473	85118124	segmentaldup	GRCh37
chr15	85120228	85134912	segmentaldup	GRCh37
chr15	85136936	85139651	segmentaldup	GRCh37
chr15	85177813	85179262	segmentaldup	GRCh37
chr15	85345091	85346516	segmentaldup	GRCh37
chr15	85713002	85815511	segmentaldup	GRCh37
chr15	85815519	85818403	segmentaldup	GRCh37
chr15	85820179	85822175	segmentaldup	GRCh37
chr15	85822818	85829642	segmentaldup	GRCh37
chr15	85830146	85832430	segmentaldup	GRCh37
chr15	85884369	85892922	segmentaldup	GRCh37
chr15	85921769	85927964	segmentaldup	GRCh37
chr15	86023926	86029405	segmentaldup	GRCh37
chr15	86067771	86069632	segmentaldup	GRCh37
chr15	87418490	87420039	segmentaldup	GRCh37
chr15	87421472	87425739	segmentaldup	GRCh37
chr15	88059152	88060355	segmentaldup	GRCh37
chr15	89678315	89679829	segmentaldup	GRCh37
chr15	90623717	90625431	segmentaldup	GRCh37
chr15	90814239	90815440	segmentaldup	GRCh37
chr15	90818723	90820841	segmentaldup	GRCh37
chr15	90823426	90844977	segmentaldup	GRCh37
chr15	90890818	90892143	segmentaldup	GRCh37
chr15	91570211	91572175	segmentaldup	GRCh37
chr15	91572287	91575158	segmentaldup	GRCh37
chr15	91575176	91577240	segmentaldup	GRCh37
chr15	91581871	91583173	segmentaldup	GRCh37
chr15	91600000	91602252	segmentaldup	GRCh37
chr15	92741479	92745675	segmentaldup	GRCh37
chr15	92824672	92825705	segmentaldup	GRCh37
chr15	92828966	92830476	segmentaldup	GRCh37
chr15	93107775	93111811	segmentaldup	GRCh37
chr15	93254923	93256151	segmentaldup	GRCh37
chr15	93604870	93606684	segmentaldup	GRCh37
chr15	93732108	93733492	segmentaldup	GRCh37
chr15	94619471	94620853	segmentaldup	GRCh37
chr15	96983840	96985600	segmentaldup	GRCh37
chr15	98631611	98634764	segmentaldup	GRCh37
chr15	98643650	98651291	segmentaldup	GRCh37
chr15	99545631	99553851	segmentaldup	GRCh37
chr15	99554819	99558165	segmentaldup	GRCh37
chr15	99798707	99800482	segmentaldup	GRCh37
chr15	99824482	99825837	segmentaldup	GRCh37
chr15	100295704	100316422	segmentaldup	GRCh37
chr15	100317083	100399997	segmentaldup	GRCh37
chr15	100401829	100421600	segmentaldup	GRCh37
chr15	100433220	100447322	segmentaldup	GRCh37
chr15	101088133	101093712	segmentaldup	GRCh37
chr15	101094489	101098788	segmentaldup	GRCh37
chr15	102046268	102048204	segmentaldup	GRCh37
chr15	102272402	102276400	segmentaldup	GRCh37
chr15	102278513	102334597	segmentaldup	GRCh37
chr15	102401231	102521392	segmentaldup	GRCh37
chr16	60033	90858	segmentaldup	GRCh37
chr16	96596	97631	segmentaldup	GRCh37
chr16	202720	204442	segmentaldup	GRCh37
chr16	212932	215198	segmentaldup	GRCh37
chr16	219366	223613	segmentaldup	GRCh37
chr16	223623	227424	segmentaldup	GRCh37
chr16	603471	604634	segmentaldup	GRCh37
chr16	907429	909954	segmentaldup	GRCh37
chr16	952590	955092	segmentaldup	GRCh37
chr16	997755	999024	segmentaldup	GRCh37
chr16	999038	1000502	segmentaldup	GRCh37
chr16	1275687	1288838	segmentaldup	GRCh37
chr16	1289042	1295201	segmentaldup	GRCh37
chr16	1297504	1308599	segmentaldup	GRCh37
chr16	2047657	2049125	segmentaldup	GRCh37
chr16	2147417	2187265	segmentaldup	GRCh37
chr16	2316113	2318115	segmentaldup	GRCh37
chr16	2584142	2634845	segmentaldup	GRCh37
chr16	2649224	2661356	segmentaldup	GRCh37
chr16	2661584	2665335	segmentaldup	GRCh37
chr16	2665341	2727514	segmentaldup	GRCh37
chr16	2727677	2741054	segmentaldup	GRCh37
chr16	2743559	2747323	segmentaldup	GRCh37
chr16	2864127	2865950	segmentaldup	GRCh37
chr16	2876191	2877952	segmentaldup	GRCh37
chr16	3064714	3066046	segmentaldup	GRCh37
chr16	3102158	3106985	segmentaldup	GRCh37
chr16	3121791	3126811	segmentaldup	GRCh37
chr16	3372735	3374272	segmentaldup	GRCh37
chr16	5127670	5216208	segmentaldup	GRCh37
chr16	5256075	5263442	segmentaldup	GRCh37
chr16	5287439	5345785	segmentaldup	GRCh37
chr16	5415699	5417009	segmentaldup	GRCh37
chr16	10780820	10782774	segmentaldup	GRCh37
chr16	10788840	10791797	segmentaldup	GRCh37
chr16	10933447	10935410	segmentaldup	GRCh37
chr16	11120636	11122418	segmentaldup	GRCh37
chr16	11336322	11338482	segmentaldup	GRCh37
chr16	11923823	11925593	segmentaldup	GRCh37
chr16	11926011	11927307	segmentaldup	GRCh37
chr16	12018586	12037541	segmentaldup	GRCh37
chr16	12123094	12147454	segmentaldup	GRCh37
chr16	12721132	12723249	segmentaldup	GRCh37
chr16	12725208	12727486	segmentaldup	GRCh37
chr16	14294803	14295977	segmentaldup	GRCh37
chr16	14489406	14539019	segmentaldup	GRCh37
chr16	14781004	15048647	segmentaldup	GRCh37
chr16	15059317	15124767	segmentaldup	GRCh37
chr16	15156252	15255514	segmentaldup	GRCh37
chr16	15255689	15492235	segmentaldup	GRCh37
chr16	15493731	15502476	segmentaldup	GRCh37
chr16	15502806	15507127	segmentaldup	GRCh37
chr16	15507641	15511710	segmentaldup	GRCh37
chr16	16292266	16726048	segmentaldup	GRCh37
chr16	16731227	16856795	segmentaldup	GRCh37
chr16	17187023	17190280	segmentaldup	GRCh37
chr16	18167400	18607611	segmentaldup	GRCh37
chr16	18607613	18793801	segmentaldup	GRCh37
chr16	18803000	18804694	segmentaldup	GRCh37
chr16	18867661	18942385	segmentaldup	GRCh37
chr16	18996300	19004372	segmentaldup	GRCh37
chr16	20422389	20512700	segmentaldup	GRCh37
chr16	20512711	20517434	segmentaldup	GRCh37
chr16	20533667	20618856	segmentaldup	GRCh37
chr16	20715834	20720487	segmentaldup	GRCh37
chr16	20744991	20748611	segmentaldup	GRCh37
chr16	20869395	20873965	segmentaldup	GRCh37
chr16	21353861	21570112	segmentaldup	GRCh37
chr16	21740424	21943556	segmentaldup	GRCh37
chr16	21943559	21948444	segmentaldup	GRCh37
chr16	22430805	22448198	segmentaldup	GRCh37
chr16	22448199	22556475	segmentaldup	GRCh37
chr16	22556551	22625259	segmentaldup	GRCh37
chr16	22844532	22845563	segmentaldup	GRCh37
chr16	23510964	23512150	segmentaldup	GRCh37
chr16	23512878	23515049	segmentaldup	GRCh37
chr16	23678362	23681182	segmentaldup	GRCh37
chr16	25464779	25466038	segmentaldup	GRCh37
chr16	26043023	26044242	segmentaldup	GRCh37
chr16	26122722	26123765	segmentaldup	GRCh37
chr16	27144515	27146572	segmentaldup	GRCh37
chr16	28250819	28251969	segmentaldup	GRCh37
chr16	28338968	28483213	segmentaldup	GRCh37
chr16	28602133	28613961	segmentaldup	GRCh37
chr16	28614855	28626955	segmentaldup	GRCh37
chr16	28627711	28632378	segmentaldup	GRCh37
chr16	28632484	28822634	segmentaldup	GRCh37
chr16	29046500	29138094	segmentaldup	GRCh37
chr16	29138813	29314194	segmentaldup	GRCh37
chr16	29315257	29460500	segmentaldup	GRCh37
chr16	29460514	29649996	segmentaldup	GRCh37
chr16	30199853	30352293	segmentaldup	GRCh37
chr16	30352349	30354779	segmentaldup	GRCh37
chr16	30547730	30549807	segmentaldup	GRCh37
chr16	31373332	31374703	segmentaldup	GRCh37
chr16	31421652	31422846	segmentaldup	GRCh37
chr16	31534502	31537377	segmentaldup	GRCh37
chr16	31542908	31545250	segmentaldup	GRCh37
chr16	31557991	31559648	segmentaldup	GRCh37
chr16	31561998	31568130	segmentaldup	GRCh37
chr16	31570307	31579117	segmentaldup	GRCh37
chr16	31600001	31641157	segmentaldup	GRCh37
chr16	31660685	31666265	segmentaldup	GRCh37
chr16	31738090	31783453	segmentaldup	GRCh37
chr16	31800931	31809013	segmentaldup	GRCh37
chr16	31811067	31817193	segmentaldup	GRCh37
chr16	31818641	31820295	segmentaldup	GRCh37
chr16	31826828	31830034	segmentaldup	GRCh37
chr16	31856338	31858331	segmentaldup	GRCh37
chr16	31961153	32493021	segmentaldup	GRCh37
chr16	32573849	32575001	segmentaldup	GRCh37
chr16	32603554	32618468	segmentaldup	GRCh37
chr16	32618866	32620158	segmentaldup	GRCh37
chr16	32623265	32654316	segmentaldup	GRCh37
chr16	32654335	33238517	segmentaldup	GRCh37
chr16	33241271	33525339	segmentaldup	GRCh37
chr16	33525340	33567456	segmentaldup	GRCh37
chr16	33567519	33572838	segmentaldup	GRCh37
chr16	33573078	33590980	segmentaldup	GRCh37
chr16	33591067	33595392	segmentaldup	GRCh37
chr16	33609909	33616406	segmentaldup	GRCh37
chr16	33625739	33864470	segmentaldup	GRCh37
chr16	33921659	33961080	segmentaldup	GRCh37
chr16	33961233	33969862	segmentaldup	GRCh37
chr16	34173150	34192622	segmentaldup	GRCh37
chr16	34222748	34225327	segmentaldup	GRCh37
chr16	34225466	34228296	segmentaldup	GRCh37
chr16	34234142	34253075	segmentaldup	GRCh37
chr16	34264359	34265415	segmentaldup	GRCh37
chr16	34292512	34294715	segmentaldup	GRCh37
chr16	34320293	34323402	segmentaldup	GRCh37
chr16	34324383	34340805	segmentaldup	GRCh37
chr16	34443028	34444515	segmentaldup	GRCh37
chr16	34448696	34452928	segmentaldup	GRCh37
chr16	34483829	34488221	segmentaldup	GRCh37
chr16	34743059	34746244	segmentaldup	GRCh37
chr16	34970794	34972761	segmentaldup	GRCh37
chr16	35036452	35037654	segmentaldup	GRCh37
chr16	46438907	46497662	segmentaldup	GRCh37
chr16	46576573	46579429	segmentaldup	GRCh37
chr16	46656786	46660567	segmentaldup	GRCh37
chr16	46704042	46718278	segmentaldup	GRCh37
chr16	47598885	47600796	segmentaldup	GRCh37
chr16	47631605	47632908	segmentaldup	GRCh37
chr16	48531765	48533334	segmentaldup	GRCh37
chr16	48634028	48635403	segmentaldup	GRCh37
chr16	50069327	50070968	segmentaldup	GRCh37
chr16	51169911	51176057	segmentaldup	GRCh37
chr16	51679660	51681042	segmentaldup	GRCh37
chr16	52689144	52691247	segmentaldup	GRCh37
chr16	52968661	52970495	segmentaldup	GRCh37
chr16	53386023	53407069	segmentaldup	GRCh37
chr16	53443805	53450847	segmentaldup	GRCh37
chr16	53525290	53526667	segmentaldup	GRCh37
chr16	53661652	53662743	segmentaldup	GRCh37
chr16	55758243	55784879	segmentaldup	GRCh37
chr16	55788035	55875441	segmentaldup	GRCh37
chr16	55877048	55878665	segmentaldup	GRCh37
chr16	55885339	55904919	segmentaldup	GRCh37
chr16	56463044	56465659	segmentaldup	GRCh37
chr16	56665764	56668662	segmentaldup	GRCh37
chr16	56668855	56671770	segmentaldup	GRCh37
chr16	57462101	57463192	segmentaldup	GRCh37
chr16	58410039	58411211	segmentaldup	GRCh37
chr16	58415778	58417293	segmentaldup	GRCh37
chr16	58741039	58742200	segmentaldup	GRCh37
chr16	58924998	58926102	segmentaldup	GRCh37
chr16	60391099	60395016	segmentaldup	GRCh37
chr16	61668520	61669563	segmentaldup	GRCh37
chr16	63347623	63349119	segmentaldup	GRCh37
chr16	64213583	64215049	segmentaldup	GRCh37
chr16	66753178	66755470	segmentaldup	GRCh37
chr16	66968639	66971064	segmentaldup	GRCh37
chr16	66981686	66984117	segmentaldup	GRCh37
chr16	67209504	67216431	segmentaldup	GRCh37
chr16	69151912	69154553	segmentaldup	GRCh37
chr16	69977498	70043800	segmentaldup	GRCh37
chr16	70043801	70109518	segmentaldup	GRCh37
chr16	70109526	70183454	segmentaldup	GRCh37
chr16	70196959	70237591	segmentaldup	GRCh37
chr16	70239881	70283577	segmentaldup	GRCh37
chr16	70365621	70367660	segmentaldup	GRCh37
chr16	70404122	70406064	segmentaldup	GRCh37
chr16	70845286	71202573	segmentaldup	GRCh37
chr16	71346057	71348293	segmentaldup	GRCh37
chr16	71453914	71455538	segmentaldup	GRCh37
chr16	71762916	71766109	segmentaldup	GRCh37
chr16	71961515	71962906	segmentaldup	GRCh37
chr16	72036818	72037842	segmentaldup	GRCh37
chr16	72088343	72092029	segmentaldup	GRCh37
chr16	72092033	72096332	segmentaldup	GRCh37
chr16	72096946	72112502	segmentaldup	GRCh37
chr16	72312423	72314668	segmentaldup	GRCh37
chr16	72762464	72763862	segmentaldup	GRCh37
chr16	73974461	73975503	segmentaldup	GRCh37
chr16	74362139	74406043	segmentaldup	GRCh37
chr16	74408569	74464182	segmentaldup	GRCh37
chr16	74477221	74480655	segmentaldup	GRCh37
chr16	74559327	74590161	segmentaldup	GRCh37
chr16	74876484	74878027	segmentaldup	GRCh37
chr16	74890108	74892143	segmentaldup	GRCh37
chr16	74942542	74943808	segmentaldup	GRCh37
chr16	75238564	75240098	segmentaldup	GRCh37
chr16	75256658	75258192	segmentaldup	GRCh37
chr16	75274383	75276985	segmentaldup	GRCh37
chr16	75690119	75691327	segmentaldup	GRCh37
chr16	75742659	75743754	segmentaldup	GRCh37
chr16	78082183	78083872	segmentaldup	GRCh37
chr16	80084878	80086298	segmentaldup	GRCh37
chr16	80631809	80633461	segmentaldup	GRCh37
chr16	81076762	81078782	segmentaldup	GRCh37
chr16	84778237	84779267	segmentaldup	GRCh37
chr16	84812497	84813528	segmentaldup	GRCh37
chr16	85437699	85446365	segmentaldup	GRCh37
chr16	87436525	87438378	segmentaldup	GRCh37
chr16	87509913	87532440	segmentaldup	GRCh37
chr16	87536253	87538708	segmentaldup	GRCh37
chr16	87541920	87563026	segmentaldup	GRCh37
chr16	87889745	87946877	segmentaldup	GRCh37
chr16	87946881	87957085	segmentaldup	GRCh37
chr16	87960234	87962669	segmentaldup	GRCh37
chr16	87965839	87970907	segmentaldup	GRCh37
chr16	88009369	88028312	segmentaldup	GRCh37
chr16	88032145	88033390	segmentaldup	GRCh37
chr16	88033813	88035028	segmentaldup	GRCh37
chr16	88043618	88080291	segmentaldup	GRCh37
chr16	88121421	88164290	segmentaldup	GRCh37
chr16	88167458	88310654	segmentaldup	GRCh37
chr16	89334037	89335073	segmentaldup	GRCh37
chr16	90001133	90002500	segmentaldup	GRCh37
chr16	90032265	90034468	segmentaldup	GRCh37
chr16	90123418	90147718	segmentaldup	GRCh37
chr16	90151276	90163380	segmentaldup	GRCh37
chr16	90163386	90294753	segmentaldup	GRCh37
chr17	164380	165842	segmentaldup	GRCh37
chr17	165843	167333	segmentaldup	GRCh37
chr17	514885	515958	segmentaldup	GRCh37
chr17	515961	517040	segmentaldup	GRCh37
chr17	685602	687314	segmentaldup	GRCh37
chr17	843861	844885	segmentaldup	GRCh37
chr17	844887	846139	segmentaldup	GRCh37
chr17	965654	967228	segmentaldup	GRCh37
chr17	967230	968812	segmentaldup	GRCh37
chr17	1020370	1021549	segmentaldup	GRCh37
chr17	1021550	1022738	segmentaldup	GRCh37
chr17	1211364	1213125	segmentaldup	GRCh37
chr17	1213158	1214919	segmentaldup	GRCh37
chr17	1475485	1476742	segmentaldup	GRCh37
chr17	1490774	1492266	segmentaldup	GRCh37
chr17	1642256	1643829	segmentaldup	GRCh37
chr17	1643874	1645402	segmentaldup	GRCh37
chr17	1760590	1761755	segmentaldup	GRCh37
chr17	2209739	2211354	segmentaldup	GRCh37
chr17	2489480	2491174	segmentaldup	GRCh37
chr17	2954154	2985302	segmentaldup	GRCh37
chr17	3038852	3042417	segmentaldup	GRCh37
chr17	3120459	3124014	segmentaldup	GRCh37
chr17	3125129	3156719	segmentaldup	GRCh37
chr17	3185437	3188693	segmentaldup	GRCh37
chr17	3314156	3317653	segmentaldup	GRCh37
chr17	4127014	4128349	segmentaldup	GRCh37
chr17	4526579	4531956	segmentaldup	GRCh37
chr17	4539030	4545555	segmentaldup	GRCh37
chr17	4734312	4736362	segmentaldup	GRCh37
chr17	4925522	4927998	segmentaldup	GRCh37
chr17	5022749	5025765	segmentaldup	GRCh37
chr17	5025776	5044243	segmentaldup	GRCh37
chr17	5044317	5082601	segmentaldup	GRCh37
chr17	5084393	5085503	segmentaldup	GRCh37
chr17	5085549	5086658	segmentaldup	GRCh37
chr17	5885441	5887141	segmentaldup	GRCh37
chr17	6128797	6131011	segmentaldup	GRCh37
chr17	6558478	6564755	segmentaldup	GRCh37
chr17	6744217	6748844	segmentaldup	GRCh37
chr17	7384651	7386815	segmentaldup	GRCh37
chr17	9725156	9727284	segmentaldup	GRCh37
chr17	12044462	12047051	segmentaldup	GRCh37
chr17	12139479	12141993	segmentaldup	GRCh37
chr17	13923279	13934121	segmentaldup	GRCh37
chr17	14074028	14097914	segmentaldup	GRCh37
chr17	14133859	14144696	segmentaldup	GRCh37
chr17	15422953	15470900	segmentaldup	GRCh37
chr17	15470902	15551514	segmentaldup	GRCh37
chr17	15568555	15659651	segmentaldup	GRCh37
chr17	15659661	15676794	segmentaldup	GRCh37
chr17	15687449	15784011	segmentaldup	GRCh37
chr17	15793503	15796452	segmentaldup	GRCh37
chr17	16064852	16073707	segmentaldup	GRCh37
chr17	16095696	16113542	segmentaldup	GRCh37
chr17	16239455	16244268	segmentaldup	GRCh37
chr17	16283373	16305950	segmentaldup	GRCh37
chr17	16490990	16492248	segmentaldup	GRCh37
chr17	16519464	16521335	segmentaldup	GRCh37
chr17	16559586	16565311	segmentaldup	GRCh37
chr17	16567522	16576910	segmentaldup	GRCh37
chr17	16582463	16716986	segmentaldup	GRCh37
chr17	16716990	16779197	segmentaldup	GRCh37
chr17	16786218	16810027	segmentaldup	GRCh37
chr17	16898810	16901436	segmentaldup	GRCh37
chr17	16905296	16921134	segmentaldup	GRCh37
chr17	16931418	16934738	segmentaldup	GRCh37
chr17	18231208	18232690	segmentaldup	GRCh37
chr17	18278942	18287600	segmentaldup	GRCh37
chr17	18288223	18473305	segmentaldup	GRCh37
chr17	18473917	18530783	segmentaldup	GRCh37
chr17	18531908	18675431	segmentaldup	GRCh37
chr17	18680076	18751409	segmentaldup	GRCh37
chr17	18923968	18928330	segmentaldup	GRCh37
chr17	18928497	19140822	segmentaldup	GRCh37
chr17	19186262	19187435	segmentaldup	GRCh37
chr17	19485312	19486643	segmentaldup	GRCh37
chr17	19490715	19492036	segmentaldup	GRCh37
chr17	19502721	19504961	segmentaldup	GRCh37
chr17	19900447	19904884	segmentaldup	GRCh37
chr17	20014921	20018462	segmentaldup	GRCh37
chr17	20136837	20138501	segmentaldup	GRCh37
chr17	20186751	20188705	segmentaldup	GRCh37
chr17	20213203	20464222	segmentaldup	GRCh37
chr17	20465840	20522023	segmentaldup	GRCh37
chr17	20529612	20601728	segmentaldup	GRCh37
chr17	20601730	20606068	segmentaldup	GRCh37
chr17	20606404	20611059	segmentaldup	GRCh37
chr17	20611166	20670778	segmentaldup	GRCh37
chr17	20685590	20702211	segmentaldup	GRCh37
chr17	20703144	20734046	segmentaldup	GRCh37
chr17	20734092	20784982	segmentaldup	GRCh37
chr17	20786487	20810293	segmentaldup	GRCh37
chr17	20851591	20853207	segmentaldup	GRCh37
chr17	20887211	20889951	segmentaldup	GRCh37
chr17	21252484	21254968	segmentaldup	GRCh37
chr17	21319426	21354610	segmentaldup	GRCh37
chr17	21354666	21429440	segmentaldup	GRCh37
chr17	21450106	21506075	segmentaldup	GRCh37
chr17	21506083	21566608	segmentaldup	GRCh37
chr17	21666608	21703495	segmentaldup	GRCh37
